YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2007","93308SNJQN3542S","110000481684","SAN JOAQUIN REFINING CO INC","3500 SHELL ST","BAKERSFIELD","KERN","CA","93308","","","35.39511","-119.04652","NO","324","Petroleum","","","","","","","324110","","","","","","1307205229646","AMMONIA","007664417","152389","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","1590","0","0","0","0","0","0","0","0","1590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1590","0","0","1520","0","0","0","0","0","0","0","0","1520","","",".97","NA",""
"2007","91730CLFRN9133C","110002647743","METAL COATERS","9123 CENTER AVE","RANCHO CUCAMONGA","SAN BERNARDINO","CA","91730","","","34.088079","-117.58027","NO","332","Fabricated Metals","","","","","","","332812","","","","","","1307205683966","LEAD COMPOUNDS","N420","650002","YES","PBT","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".52","0",".52","0","0","0","0","0","0","0","0","0","0","0","2.786","0","0","0","0","0","3.306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.306","0","0","0","2.786",".52","0","0","0","0","0","0","3.306","","","1.1","NCI GROUP INC","861174324"
"2007","91710HSSMN13770","110000770434","HUSSMANN CORP","13770 RAMONA AVE","CHINO","SAN BERNARDINO","CA","91710","","","34.003165","-117.706579","NO","333","Machinery","","","","","","","333415","","","","","","1307206181822","MANGANESE","007439965","149625","YES","TRI","YES","1","NO","R","Pounds",".7","0","0","0","0","0","0","0","0","0","0","0","0","0",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","14988","0","0","0","14988","0","0","0","0","0","0","0","0","0","0","1.7","0","0",".7","1","0","0","0","0","14988","0","0","14989.7","","","1.5","PANASONIC CORP OF N.A.","NA"
"2007","95354FRTLY600GA","110002148104","FRITO LAY INC","600 GARNER RD","MODESTO","STANISLAUS","CA","95357","","","37.6312","-120.9231","NO","311","Food","","","","","","","311919","","","","","","1307205616624","NITRIC ACID","007697372","152686","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12033.69","0","12033.69","","","1.09","PEPSICO INC","001287762"
"2007","93657HRTCL1121A","110012338791","HART & COOLEY INC","1121 ANNADALE AVE","SANGER","FRESNO","CA","93657","","","36.69949","-119.55238","NO","326","Plastics and Rubber","","","","","","","326130","","","","","","1307205449186","DECABROMODIPHENYL OXIDE","001163195","79996","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5162","0","0","0","0","38","0","5200","0","0","0","0","0","0","0","0","0","743","0","0","0","0","0","743","5200","0","0","0","5162","38","0","0","0","0","0","743","5943","","","1.01","NA","NA"
"2007","90638RDRXN16961","110012440153","CHEMETALL US INC (FKA OAKITE PRODUCTS INC)","16961 KNOTT AVE","LA MIRADA","LOS ANGELES","CA","90638","","","33.8775","-118.01142","NO","325","Chemicals","","","","","","","325612","325998","","","","","1307206044226","ZINC COMPOUNDS","N982","649699","NO","TRI","YES","1","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","ALBEMARLE CORP","825080096"
"2007","93308SNJQN3542S","110000481684","SAN JOAQUIN REFINING CO INC","3500 SHELL ST","BAKERSFIELD","KERN","CA","93308","","","35.39511","-119.04652","NO","324","Petroleum","","","","","","","324110","","","","","","1307205229685","POLYCYCLIC AROMATIC COMPOUNDS","N590","649749","YES","PBT","NO","0","YES","R","Pounds","17.2",".0174","0","0","0","0","0","0","0","0","0","0","0","0","17.2174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.2174","0","0","17.2174","0","0","0","0","0","0","0","0","17.2174","0","",".97","NA",""
"2007","90606QKRCT11729","110000475272","QUAKER CITY PLATING/SILVER SMITH LTD","11729 E WASHINGTON BLVD","WHITTIER","LOS ANGELES","CA","90606","","","33.96973","-118.06159","NO","332","Fabricated Metals","","","","","","","332813","NA","","","","","1307205185642","COPPER COMPOUNDS","N100","649491","NO","TRI","YES","1","NO","R","Pounds","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","27","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","92","153","0","4476","2495","0","0","6971","0","0","0","0","0","0","0","0","0","0","158","0","0","5","0","153","0","0","0","6971","0","0","7129","0","","1.1","NA",""
"2007","93502CLFRN9350O","110017431233","CALPORTLAND CO MOJAVE PLANT","9350 OAK CREEK RD","MOJAVE","KERN","CA","93501","","","35.029298","-118.316236","NO","327","Nonmetallic Mineral Product","","","","","","","327310","","","","","","1307205589094","LEAD COMPOUNDS","N420","650002","YES","PBT","YES","1","NO","R","Pounds",".5","192.9","0","0","0","0","0","0","0","0","0","0","0","0","193.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","193.4","0","0","193.4","0","0","0","0","0","0","0","0","193.4","","",".94","TAIHEIYO CEMENT USA INC","175418052"
"2007","93631GRDNN11535","110017432740","GUARDIAN INDUSTRIES LLC","11535 E MOUNTAIN VIEW AVE","KINGSBURG","FRESNO","CA","93631","","","36.54681","-119.58162","NO","327","Nonmetallic Mineral Product","","","","","","","327211","","","","","","1307205755251","POLYCYCLIC AROMATIC COMPOUNDS","N590","649749","YES","PBT","NO","0","YES","R","Pounds",".006074",".145787","0","0","0","0","0","0","0","0","0","0","0","0",".151861","0","0","0","0","0","0","0","0","0","0","0","0","0",".001065","0","0","0","0","0","0",".001065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".152926","0","0",".151861","0","0","0","0","0","0","0","0",".151861",".001065","","1.01","KOCH INDUSTRIES INC","006944334"
